name,price,address,Type,nbeds,nbath,laundry,heating,parking,air_conditioner,furnished,animal_friendly,Area,lat,lng,Walk Score,Bike Score,Transit Score
2 beds 1 bath apartment,1595,"penticton, bc",Apartment/Condo,2,1,laundry in building,Not specified,parking available,Not specified,unfurnished,dog and cat friendly,910,49.50022,-119.59384,51,79,-1
2 beds 2 baths room only,900,"penticton, bc",Room,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,150,49.50022,-119.59384,51,79,-1
1 bed 1 bath house,775,"penticton, bc",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,dog and cat friendly,1200,49.50022,-119.59384,51,79,-1
3 beds 2 5 baths townhouse,2500,"penticton, bc",Townhouse,3,2,in-unit laundry,gas heating,parking available,central ac,unfurnished,No pets,1700,49.50022,-119.59384,51,79,-1
studio 0 baths house,550,"penticton, bc",House,1,0,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.50022,-119.59384,51,79,-1
3 beds 3 baths townhouse,2600,"penticton, bc",Townhouse,3,3,laundry in building,central heating,garage parking,ac available,unfurnished,No pets,1300,49.50022,-119.59384,51,79,-1
2 beds 2 baths house,2400,"penticton, bc",House,2,2,in-unit laundry,central heating,street parking,central ac,unfurnished,dog and cat friendly,2200,49.50022,-119.59384,51,79,-1
1 bed 1 bath house,1300,"penticton, bc",House,1,1,Not specified,central heating,street parking,central ac,unfurnished,No pets,750,49.50022,-119.59384,51,79,-1
monthly rental nov april 2023,2000,"penticton, bc",Townhouse,1,1,in-unit laundry,Not specified,Not specified,Not specified,unfurnished,No pets,600,49.50022,-119.59384,51,79,-1
3 beds 2 baths townhouse,2550,"penticton, bc",Townhouse,3,2,Not specified,heating available,parking available,Not specified,unfurnished,No pets,1500,49.50022,-119.59384,51,79,-1
3 beds 2 5 baths house,2850,"penticton, bc",House,3,2,laundry in building,gas heating,parking available,ac available,unfurnished,No pets,1200,49.50022,-119.59384,51,79,-1
2 beds 1 bath apartment,2500,"penticton, bc",Apartment/Condo,2,1,laundry in building,central heating,street parking,central ac,unfurnished,No pets,3500,49.50022,-119.59384,51,79,-1
house for rent oliver,2500,"penticton, bc",House,4,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200,49.50022,-119.59384,51,79,-1
2 beds 1 bath house,2000,"penticton, bc",House,2,1,in-unit laundry,central heating,street parking,Not specified,unfurnished,No pets,861,49.50022,-119.59384,51,79,-1
private room for rent,1300,"penticton, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150,49.50022,-119.59384,51,79,-1
1 bed 2 baths house,800,"penticton, bc",House,1,2,laundry in building,central heating,street parking,ac available,unfurnished,No pets,3500,49.50022,-119.59384,51,79,-1
2 beds 2 baths house,2650,"penticton, bc",House,2,2,laundry available,Not specified,parking available,ac available,unfurnished,dog and cat friendly,1200,49.50022,-119.59384,51,79,-1
2 beds 1 bath apartment,1500,"penticton, bc",Apartment/Condo,2,1,laundry in building,electric heating,street parking,ac available,Not specified,No pets,910,49.50022,-119.59384,51,79,-1
2 beds 1 bath house,2900,"penticton, bc",House,2,1,laundry available,central heating,street parking,ac available,unfurnished,No pets,1200,49.50022,-119.59384,51,79,-1
1 bed 1 bath house,950,"penticton, bc",House,1,1,laundry available,Not specified,street parking,Not specified,unfurnished,No pets,1200,49.50022,-119.59384,51,79,-1
2 beds 1 bath flat,2400,"penticton, bc",Apartment/Condo,2,1,in-unit laundry,electric heating,street parking,central ac,unfurnished,dog friendly,1000,49.50022,-119.59384,51,79,-1
student 1 bdrm furnished rental,925,"penticton, bc",House,1,1,laundry available,central heating,street parking,ac available,furnished,No pets,1200,49.50022,-119.59384,51,79,-1
studio 1 bath apartment,1800,"penticton, bc",Apartment/Condo,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,420,49.50022,-119.59384,51,79,-1
private room for rent,1100,"penticton, bc",Room,1,1,Not specified,gas heating,parking available,ac available,unfurnished,dog friendly,150,49.50022,-119.59384,51,79,-1
2 beautiful offices for rent,650,"penticton, bc",Apartment/Condo,1,1,Not specified,gas heating,parking available,central ac,unfurnished,No pets,224,49.50022,-119.59384,51,79,-1
2 beds 1 bath house,2250,"penticton, bc",House,2,1,in-unit laundry,central heating,parking available,Not specified,unfurnished,No pets,1200,49.50022,-119.59384,51,79,-1
1 bed 1 bath house,840,"penticton, bc",House,1,1,laundry available,central heating,parking available,central ac,Not specified,No pets,1200,49.50022,-119.59384,51,79,-1
1 bed 2 baths apartment,2200,"penticton, bc",Apartment/Condo,1,2,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1100,49.50022,-119.59384,51,79,-1
penticton short term vacation rental,4000,"penticton, bc",House,3,2,in-unit laundry,electric heating,parking available,ac available,Not specified,No pets,1300,49.50022,-119.59384,51,79,-1
1 bed 1 bath house,800,"penticton, bc",House,1,1,laundry in building,central heating,street parking,central ac,furnished,No pets,1200,49.50022,-119.59384,51,79,-1
1 bed 1 bath house,1500,"west kelowna, bc, v4t 3m6",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1200,49.86443,-119.62271,1,2,-1
lower suit for rent,1500,"west kelowna, bc, v4t 3m6",House,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200,49.86443,-119.62271,1,2,-1
private room for rent,1450,"kelowna, bc, v1y 5n7",Room,1,1,in-unit laundry,gas heating,street parking,central ac,unfurnished,No pets,150,49.87628,-119.48731,52,92,57
private room for rent,1450,"kelowna, bc, v1y 5n7",Room,1,1,in-unit laundry,Not specified,Not specified,central ac,unfurnished,dog and cat friendly,150,49.87628,-119.48731,52,92,57
1 bed 1 bath room only,834,"kelowna, bc, v1x 4b1",Room,1,1,laundry in building,heating available,street parking,ac available,unfurnished,cat friendly,150,49.88361,-119.40955,47,76,48
1 bed 1 bath house,833,"kelowna, bc, v1x 4b1",House,1,1,laundry available,Not specified,parking available,Not specified,unfurnished,No pets,1200,49.88361,-119.40955,47,76,48
1 bed 1 bath townhouse,1500,"vernon, bc, v1t 6s3",Townhouse,1,1,in-unit laundry,electric heating,street parking,ac available,Not specified,No pets,1371,50.27194,-119.28445,39,44,35
3 beds 3 baths house,3325,"kelowna, bc, v1p 1t8",House,3,3,in-unit laundry,gas heating,garage parking,central ac,unfurnished,No pets,1200,49.91061,-119.33965,0,17,0
3 bedroom 2 bathroom fully furnished house,3500,"kelowna, bc, v1p 1t8",House,3,2,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1600,49.91061,-119.33965,0,17,0
gorgeous 3 bedroom lakefront cottage for rent,1900,"central okanagan, bc, v1z 3w8",House,3,2,in-unit laundry,electric heating,street parking,ac available,unfurnished,No pets,1350,49.93638,-119.50935,0,4,-1
2 beds 1 bath house,1800,"lake country, bc, v4v 2p2",House,2,1,in-unit laundry,Not specified,street parking,Not specified,Not specified,No pets,1200,50.06813,-119.41967,12,8,-1
sitara on the pond,2000,"lake country, bc, v4v 2p2",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,950,50.06813,-119.41967,12,8,-1
3 beds 3 baths house,3800,"kelowna, bc, v1w 4s9",House,3,3,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,1944,49.82892,-119.48949,19,74,39
1 bedroom 1 bath,1500,"central okanagan, bc, v1x 6l8",House,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.93566,-119.3574,10,27,-1
2 beds 2 baths apartment,1950,"kelowna, bc, v1v 2w6",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910,49.95372,-119.39975,0,14,29
kelowna quail ridge 2 bedroom  2 bathroom,2350,"kelowna, bc, v1v 2w6",House,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,dog and cat friendly,1300,49.95372,-119.39975,0,14,29
2 beds 1 bath house,2300,"kelowna, bc, v1v 0c9",House,2,1,in-unit laundry,electric heating,street parking,Not specified,unfurnished,No pets,931,49.92704,-119.45687,0,20,0
3 beds 2 baths house,2700,"central okanagan, bc, v1z 3s4",House,3,2,in-unit laundry,central heating,garage parking,central ac,Not specified,dog and cat friendly,2000,49.93604,-119.5022,0,11,-1
2 beds 1 bath house,1975,"kelowna, bc, v1p 1b2",House,2,1,in-unit laundry,gas heating,street parking,central ac,Not specified,cat friendly,1113,49.91102,-119.36081,1,21,24
4 beds 3 baths house,6600,"west kelowna, bc, v1z 4b7",House,4,3,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,4000,49.88363,-119.54893,0,6,-1
4 beds 3 baths house,3650,"lake country, bc, v4v 2n6",House,4,3,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1200,50.03311,-119.38801,5,3,-1
2 beds 1 bath apartment,1800,"vernon, bc, v1t 5x1",Apartment/Condo,2,1,Not specified,Not specified,parking available,Not specified,unfurnished,No pets,800,50.26247,-119.27712,95,65,41
1 bed 1 bath apartment,1300,"penticton, bc, v2a 7j6",Apartment/Condo,1,1,laundry in building,electric heating,parking available,ac available,unfurnished,No pets,910,49.45412,-119.59121,14,55,-1
2 bed 2 bath west kelowna,1850,"west kelowna, bc, v4t 2h8",Apartment/Condo,2,2,in-unit laundry,electric heating,parking available,Not specified,unfurnished,dog and cat friendly,910,49.82953,-119.62649,44,45,-1
1 bed 1 bath house,850,"okanagan-similkameen, bc, v2a 8v5",House,1,1,laundry available,electric heating,parking available,central ac,unfurnished,dog and cat friendly,4000,49.47882,-119.54966,17,13,-1
3 beds 2 baths house,2200,"lumby, bc, v0e",House,3,2,in-unit laundry,central heating,street parking,Not specified,Not specified,No pets,1200,50.24734,-118.96646,0,51,-1
1 bed 1 bath,1450,"lumby, bc, v0e",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910,50.24734,-118.96646,0,51,-1
1 bed 1 bath apartment,1350,"lumby, bc, v0e",Apartment/Condo,1,1,laundry in building,heating available,parking available,Not specified,Not specified,No pets,910,50.24734,-118.96646,0,51,-1
2 beds 1 bath house,1850,"kelowna, bc, v1w 5l5",House,2,1,in-unit laundry,gas heating,street parking,central ac,Not specified,No pets,835,49.78479,-119.52041,2,14,23
private room for rent,650,"peachland, bc",Room,1,1,laundry available,heating available,street parking,Not specified,furnished,No pets,150,49.77387,-119.73592,32,60,-1
1 bed 1 bath house,650,"peachland, bc",House,1,1,Not specified,Not specified,street parking,Not specified,unfurnished,No pets,1200,49.77387,-119.73592,32,60,-1
3 beds 2 baths house,2800,"peachland, bc",House,3,2,laundry in building,central heating,parking available,central ac,unfurnished,No pets,1200,49.77387,-119.73592,32,60,-1
2 beds 1 bath house,1950,"peachland, bc",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,dog and cat friendly,1200,49.77387,-119.73592,32,60,-1
4 beds 4 baths house,4000,"peachland, bc",House,4,4,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog friendly,2600,49.77387,-119.73592,32,60,-1
2 beds 1 bathroom house,1750,"peachland, bc",House,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,900,49.77387,-119.73592,32,60,-1
1 bed 1 bath apartment condo,1200,"peachland, bc",Apartment/Condo,1,1,Not specified,gas heating,parking available,central ac,Not specified,dog and cat friendly,910,49.77387,-119.73592,32,60,-1
2 beds 2 baths house,2000,"peachland, bc",House,2,2,laundry available,Not specified,parking available,Not specified,unfurnished,cat friendly,1300,49.77387,-119.73592,32,60,-1
1 bed 1 bath house,1500,"peachland, bc",House,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,750,49.77387,-119.73592,32,60,-1
3 beds 2 baths house,2900,"peachland, bc",House,3,2,in-unit laundry,central heating,street parking,central ac,unfurnished,dog friendly,1500,49.77387,-119.73592,32,60,-1
2 beds 2 baths apartment,2100,"peachland, bc",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,1244,49.77387,-119.73592,32,60,-1
furnished 2 bedroom apt,1500,"peachland, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,150,49.77387,-119.73592,32,60,-1
the rock,2900,"peachland, bc",House,2,2,in-unit laundry,Not specified,parking available,ac available,unfurnished,No pets,1200,49.77387,-119.73592,32,60,-1
2 beds 2 baths apartment,2650,"kelowna, bc, v1w 0b3",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog friendly,880,49.8536,-119.47913,26,86,46
2 beds 2 baths townhouse,1875,"penticton, bc, v2a 6y3",Townhouse,2,2,in-unit laundry,electric heating,parking available,Not specified,Not specified,No pets,1371,49.47077,-119.59357,21,55,-1
3 beds 2 baths townhouse,2400,"penticton, bc, v2a 6y3",Townhouse,3,2,in-unit laundry,Not specified,parking available,Not specified,Not specified,dog and cat friendly,990,49.47077,-119.59357,21,55,-1
2 beds 2 baths townhouse,1500,"kootenay boundary, bc",Townhouse,2,2,in-unit laundry,electric heating,parking available,ac available,unfurnished,No pets,1371,49.35637,-118.61706,0,10,-1
timber valley at big white ski resort,12345,"kootenay boundary, bc",Apartment/Condo,3,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910,49.35637,-118.61706,0,10,-1
2 beds 1 bath apartment,1800,"lake country, bc, v4v 1y1",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910,50.05293,-119.41083,43,21,-1
4 beds 2 baths apartment,3200,"lake country, bc, v4v 1y1",Apartment/Condo,4,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910,50.05293,-119.41083,43,21,-1
ground floor 2 bedroom lakefront condo,2000,"lake country, bc, v4v 1y1",Apartment/Condo,2,1,laundry in building,Not specified,parking available,ac available,unfurnished,No pets,910,50.05293,-119.41083,43,21,-1
room in shared acomm available,850,"north okanagan, bc, v1b 3m6",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,150,50.35722,-119.10514,0,2,-1
4 beds 3 baths house,900,"kelowna, bc, v1w 4l8",Room,1,1,laundry in building,central heating,street parking,central ac,Not specified,No pets,150,49.79814,-119.50126,10,31,23
1 bed 1 bath room only,975,"kelowna, bc, v1x 5y7",Room,1,1,Not specified,central heating,street parking,central ac,unfurnished,No pets,150,49.8985,-119.398,62,79,51
2 beds 1 bath house,650,"kelowna, bc, v1x 5y7",Room,1,1,laundry in building,Not specified,street parking,Not specified,unfurnished,No pets,150,49.8985,-119.398,62,79,51
3 beds 2 baths house,2500,"kelowna, bc, v1x 5y7",House,3,2,laundry in building,central heating,parking available,central ac,Not specified,No pets,2200,49.8985,-119.398,62,79,51
1 bed 1 bath townhouse,975,"kelowna, bc, v1x 5y7",Townhouse,1,1,Not specified,Not specified,street parking,Not specified,unfurnished,No pets,1371,49.8985,-119.398,62,79,51
2 beds 1 bath house,1800,"west kelowna, bc, v4t 2b4",House,2,1,in-unit laundry,gas heating,parking available,central ac,Not specified,dog and cat friendly,950,49.82892,-119.63319,44,45,-1
1 bed 1 bath apartment,1200,"summerland, bc, v0h",Apartment/Condo,1,1,in-unit laundry,heating available,parking available,ac available,Not specified,No pets,910,49.60253,-119.68217,38,50,-1
2 beds 2 baths house,2200,"summerland, bc, v0h",House,2,2,in-unit laundry,gas heating,parking available,Not specified,unfurnished,No pets,1200,49.60253,-119.68217,38,50,-1
1 bed 1 bath house,900,"penticton, bc, v2a 3x8",House,1,1,laundry available,Not specified,street parking,Not specified,unfurnished,cat friendly,1200,49.48566,-119.55956,15,39,-1
house for rent,3000,"kelowna, bc, v1y 4z9",House,2,1,laundry available,Not specified,garage parking,Not specified,unfurnished,dog and cat friendly,1200,49.86546,-119.48295,63,91,47
3 bed 2 5 bath house mission,3400,"kelowna, bc, v1y 4z9",House,3,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog and cat friendly,1200,49.86546,-119.48295,63,91,47
1 bed 1 bath room only,1200,"kelowna, bc, v1v 1z3",Room,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,150,49.90136,-119.42458,6,25,37
1 bed 1 bath apartment,1000,"penticton, bc, v2a",Apartment/Condo,1,1,Not specified,electric heating,Not specified,ac available,unfurnished,No pets,910,49.50022,-119.59384,51,79,-1
